age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b,pisced11,isced11
40,39,"Part-time activity","Full time activity","Female","Male","Different sex",12.75,"11-20","Cohabiting","2","8","7",19,,"11-20x","11-20x","11-20x","1-5x","1-5x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","Same age",19,,"1 - Not at all","3","8","7",9,12,11,7,6,3,5,13,9,4,4,9,5,0,9,8,11,7,11,"West Germany","West Germany","Town or suburb","Town or suburb","Married",21,"2-5",3,3
30,28,"Full time activity","Full time activity","Male","Female","Different sex",1.25,"0-2","Separate households","0","10 - Completely satisfied","10 - Completely satisfied",22,25,"> 50x","> 50x","> 50x","> 50x","11-20x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","2-5y. younger partner",21,21,"1 - Not at all","2","8","5",8,10,8,9,4,3,8,13,9,5,3,16,0,5,9,13,10,8,12,"West Germany","West Germany","Rural area","Rural area","Not married",21,,,6
39,40,"Full time activity","Full time activity","Female","Male","Different sex",15.16667,"11-20","Cohabiting","1","9","7",16,21,"6-10x","6-10x","1-5x","6-10x","11-20x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","Same age",21,21,"2","2","7","7",11,11,12,10,15,6,5,9,12,3,3,18,5,0,9,11,9,10,7,"East Germany","East Germany","Town or suburb","Town or suburb","Married",13,"2-5",6,6
51,52,"Full time activity","Home","Female","Male","Different sex",7.916667,"6-10","Cohabiting","1","7","8",19,,"1-5x","1-5x","0x","11-20x","6-10x","6-10x","1 to 5 times","1 to 5 times","Not at all","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","Same age",21,,"2","1 - Not at all","7","5",8,12,12,8,7,5,4,11,12,2,2,16,0,3,9,12,9,8,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",24,"18+",3,3
39,34,"Full time activity","Full time activity","Male","Female","Different sex",3.5,"3-5","Cohabiting","0","9","9",26,25,"21-50x","11-20x","11-20x","21-50x","11-20x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","2-5y. younger partner",24,25,"2","1 - Not at all","9","8",10,10,9,13,8,6,5,12,10,4,3,12,4,0,9,12,7,13,9,"West Germany","West Germany","City","City","Not married",8,,3,
51,56,"Full time activity","Part-time activity","Male","Male","Same sex",24.25,"21+","Cohabiting","0","5","9",24,19,"21-50x","21-50x","11-20x","1-5x","1-5x","1-5x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. older partner",25,25,"2","1 - Not at all","5","7",9,11,12,11,5,4,5,13,14,4,4,13,0,0,6,13,10,11,7,"West Germany","West Germany","City","City","Married",25,,3,6
41,39,"Full time activity","Part-time activity","Male","Female","Different sex",19.58333,"11-20","Cohabiting","2","9","9",20,21,"11-20x","11-20x","1-5x","1-5x","1-5x","1-5x","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","2-5y. younger partner",22,22,"1 - Not at all","1 - Not at all","8","8",10,9,13,11,3,4,5,15,14,4,4,15,6,0,10,12,9,12,6,"West Germany","West Germany","Rural area","Rural area","Married",7,"6-13",6,6
50,47,"Full time activity","Full time activity","Male","Female","Different sex",22.91667,"21+","Cohabiting","1","9","8",21,23,"1-5x","1-5x","0x","1-5x","0x","1-5x","1 to 5 times","1 to 5 times","Not at all","6 to 10 times","1 to 5 times","Not at all","1 to 5 times","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","2-5y. younger partner",24,24,"3","3","8","7",8,11,11,9,4,6,6,12,11,4,3,19,9,8,9,13,12,9,6,"West Germany","West Germany","City","City","Married",12,"14-17",4,6
51,38,"Full time activity","Full time activity","Male","Female","Different sex",8.75,"6-10","Cohabiting","0","9","8",28,27,"21-50x","21-50x","11-20x","11-20x","1-5x","21-50x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","1 to 5 times","21 to 50 times","> 10y. younger partner",26,24,"4","1 - Not at all","8","8",9,9,12,10,8,5,5,9,13,2,5,13,0,5,11,11,11,10,6,"West Germany","West Germany","City","City","Married",8,,6,3
51,51,"Part-time activity","Full time activity","Female","Male","Different sex",20.16667,"11-20","Cohabiting","3+","8","9",15,,"1-5x","11-20x","11-20x","6-10x","21-50x","11-20x","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","Same age",20,,"2","5 - Absolutely","8","9",10,15,15,12,3,6,3,,7,5,4,11,8,8,9,12,12,5,4,"West Germany","West Germany","Rural area","Rural area","Married",14,"14-17",3,3
49,44,"Part-time activity",,"Male","Female","Different sex",19.25,"11-20","Cohabiting","3+","6","7",20,20,"1-5x","1-5x","0x","6-10x","6-10x","1-5x","1 to 5 times","1 to 5 times","Not at all","More than 50 times","More than 50 times","More than 50 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","2-5y. younger partner",23,24,"3","2","7","7",12,8,10,13,7,6,4,11,10,4,4,20,1,1,9,10,8,12,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",15,"6-13",6,6
51,47,"Full time activity","Part-time activity","Male","Female","Different sex",19.25,"11-20","Cohabiting","2","5","8",22,23,"21-50x","11-20x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",26,25,"3","3","3","5",9,13,12,10,9,6,8,12,9,3,2,25,6,2,13,12,11,11,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",12,"6-13",4,3
41,35,"Full time activity","Part-time activity","Male","Female","Different sex",18.16667,"11-20","Cohabiting","2","6","8",20,23,"1-5x","1-5x","0x","11-20x","1-5x","1-5x","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","No answer","No answer","No answer","6-10y. younger partner",19,22,"2","3","8","8",9,12,11,12,9,4,5,11,9,3,4,14,2,7,8,12,15,7,10,"West Germany","West Germany","Rural area","Rural area","Married",12,"6-13",3,3
50,55,"Part-time activity","Full time activity","Female","Male","Different sex",31.5,"21+","Cohabiting","2","9","8",21,16,"6-10x","1-5x","6-10x","> 50x","11-20x","6-10x","6 to 10 times","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","More than 50 times","11 to 20 times","6 to 10 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",19,22,"1 - Not at all","2","8","7",10,12,9,7,9,6,6,9,9,3,3,22,5,10,11,13,12,11,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",25,"6-13",6,3
41,40,"Full time activity","Part-time activity","Male","Female","Different sex",21.16667,"21+","Cohabiting","2","10 - Completely satisfied","7",18,22,"11-20x","21-50x","21-50x","1-5x","0x","1-5x","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","1 to 5 times","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","Same age",24,28,"1 - Not at all","1 - Not at all","10 - Completely satisfied","8",7,11,11,11,5,3,5,15,13,4,3,10,0,0,6,11,13,8,5,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",10,"14-17",3,3
38,41,"Home","Full time activity","Female","Male","Different sex",18.16667,"11-20","Cohabiting","3+","10 - Completely satisfied","10 - Completely satisfied",28,29,"21-50x","21-50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","No answer","No answer","No answer","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",27,28,"1 - Not at all","1 - Not at all","8","9",9,6,15,8,8,4,3,13,15,3,5,17,0,0,6,10,13,8,5,"West Germany","West Germany","City","City","Married",15,"6-13",3,3
40,51,"Part-time activity","Part-time activity","Female","Male","Different sex",14.91667,"11-20","Cohabiting","2","9","10 - Completely satisfied",28,22,"21-50x","> 50x","6-10x","11-20x","6-10x","6-10x","21 to 50 times","More than 50 times","6 to 10 times","1 to 5 times","21 to 50 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","> 10y. older partner",25,21,"1 - Not at all","1 - Not at all","8","9",8,14,11,9,5,4,5,14,14,4,4,13,2,0,10,9,8,10,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",8,"2-5",3,6
49,49,"Part-time activity","Full time activity","Female","Diverse","Different sex",21.33333,"21+","Cohabiting","1","7","3",19,21,"21-50x","0x","1-5x","6-10x","1-5x","1-5x","21 to 50 times","Not at all","1 to 5 times","21 to 50 times","Not at all","Not at all","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","Same age",19,23,"4","2","7","3",9,12,8,6,10,6,6,8,8,3,3,10,3,7,7,8,8,8,8,"West Germany","West Germany","Rural area","Rural area","Married",23,"6-13",3,4
41,40,"Full time activity","Part-time activity","Male","Female","Different sex",13.66667,"11-20","Cohabiting","2","8","7",22,18,"11-20x","6-10x","6-10x","6-10x","6-10x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","Same age",26,25,"2","2","7","7",7,14,14,11,6,4,4,14,12,4,4,13,1,4,5,13,12,7,9,"West Germany","West Germany","City","City","Married",12,"2-5",4,4
31,30,"Full time activity","Home","Male","Female","Different sex",8.083333,"6-10","Cohabiting","3+","10 - Completely satisfied","9",24,24,"21-50x","> 50x","> 50x","11-20x","11-20x","11-20x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","Same age",24,26,"1 - Not at all","1 - Not at all","10 - Completely satisfied","9",9,10,10,9,8,3,3,8,15,4,4,13,0,7,9,15,15,6,4,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"0-1",3,3
30,29,"Full time activity","Full time activity","Male","Female","Different sex",1.333333,"0-2","Cohabiting","0","10 - Completely satisfied","8",26,24,"> 50x","6-10x","> 50x","11-20x","1-5x","11-20x","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","11 to 20 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","21 to 50 times","Same age",26,28,"2","2","7","7",11,12,11,12,11,6,6,11,8,3,3,15,2,3,9,12,11,11,10,"West Germany","East Germany","Town or suburb","City","Not married",19,,6,6
29,27,"Part-time activity","Full time activity","Female","Male","Different sex",7.416667,"6-10","Cohabiting","0","9","9",21,21,"21-50x","> 50x","> 50x","21-50x","> 50x","> 50x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","2-5y. younger partner",24,23,"3","1 - Not at all","8","6",9,11,13,10,9,3,5,12,15,4,5,14,3,1,13,10,5,7,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",18,,4,6
50,54,"Full time activity","Full time activity","Male","Female","Different sex",20.33333,"11-20","Cohabiting","0","9","8",16,23,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","21 to 50 times","21 to 50 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. older partner",27,23,"4","2","9","7",9,13,9,12,8,6,5,13,12,4,3,18,7,5,8,12,10,11,10,"West Germany","West Germany","City","City","Married",19,,6,4
30,25,"Full time activity","Full time activity","Male","Female","Different sex",2.666667,"0-2","Cohabiting","0","9","9",27,26,"> 50x","> 50x","21-50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",27,22,"1 - Not at all","1 - Not at all","8","6",8,9,7,9,8,5,7,12,9,4,3,26,0,1,8,9,10,9,13,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",10,,0,4
41,39,"Full time activity","Home","Male","Female","Different sex",11.41667,"11-20","Cohabiting","2","5","6",15,23,"0x","1-5x","0x","1-5x","1-5x","0x","Not at all","1 to 5 times","Not at all","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. younger partner",18,23,"3","2","6","8",11,10,8,11,8,6,4,9,11,3,3,21,3,5,10,11,12,9,7,"West Germany","West Germany","Rural area","Rural area","Married",15,"6-13",4,4
39,36,"Full time activity","Full time activity","Male","Female","Different sex",12.25,"11-20","Cohabiting","0","8","9",24,27,"11-20x","11-20x","11-20x","11-20x","6-10x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","2-5y. younger partner",25,27,"1 - Not at all","1 - Not at all","8","7",9,7,10,5,6,3,5,15,9,4,3,10,0,0,11,11,9,15,10,"West Germany","West Germany","City","City","Married",15,,6,3
41,46,"Part-time activity","Full time activity","Female","Male","Different sex",19.75,"11-20","Cohabiting","2","6","8",20,19,"6-10x","6-10x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. older partner",24,20,"2","1 - Not at all","7","9",11,8,11,6,8,6,3,9,13,4,4,12,0,0,11,9,11,9,6,"West Germany","West Germany","Rural area","Rural area","Married",13,"6-13",6,6
29,27,"Full time activity","Full time activity","Male","Female","Different sex",10.33333,"6-10","Separate households","0","8","7",20,22,"6-10x","0x","0x","1-5x","6-10x","1-5x","6 to 10 times","Not at all","Not at all","6 to 10 times","Not at all","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","2-5y. younger partner",23,23,"1 - Not at all","2","9","8",10,11,10,10,7,4,5,13,14,4,5,16,0,2,15,9,11,10,10,"West Germany","West Germany","Town or suburb","City","Not married",19,,0,3
49,34,"Full time activity","Full time activity","Male","Female","Different sex",2.333333,"0-2","Cohabiting","1","8","9",22,23,"> 50x","21-50x","21-50x","21-50x","21-50x","21-50x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","> 10y. younger partner",28,22,"1 - Not at all","2","8","8",11,13,12,8,4,3,4,14,11,5,4,9,0,0,11,10,12,9,8,"East Germany","East Germany","Rural area","Rural area","Not married",8,,4,2
50,67,"Full time activity","Home","Female","Male","Different sex",28.75,"21+","Cohabiting","0","4","7",18,16,"1-5x","0x","0x","0x","0x","0x","1 to 5 times","Not at all","Not at all","Not at all","Not at all","1 to 5 times","Not at all","Not at all","Not at all","6 to 10 times","1 to 5 times","6 to 10 times","> 10y. older partner",18,19,"3","1 - Not at all","5","8",9,10,9,8,7,6,5,13,14,5,4,20,0,5,6,12,12,14,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",10,,6,6
50,60,"Full time activity","Full time activity","Female","Male","Different sex",13.83333,"11-20","Cohabiting","0","8","8",21,23,"11-20x","1-5x","1-5x","21-50x","6-10x","6-10x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","6-10y. older partner",23,21,"1 - Not at all","1 - Not at all","7","9",11,11,11,10,7,5,5,13,13,3,4,13,1,2,10,12,10,11,6,"East Germany","East Germany","City","City","Married",10,,6,6
30,28,"Full time activity","Full time activity","Male","Female","Different sex",8,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",25,26,"> 50x","> 50x","> 50x","> 50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","2-5y. younger partner",25,23,"1 - Not at all","1 - Not at all","9","8",10,11,11,13,7,3,5,13,15,4,5,10,4,8,10,13,12,15,7,"West Germany","West Germany","Rural area","Rural area","Married",11,,6,8
29,31,"Full time activity","Full time activity","Female","Male","Different sex",4.25,"3-5","Cohabiting","0","9","10 - Completely satisfied",28,28,"21-50x","21-50x","11-20x","> 50x","21-50x","21-50x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",20,28,"1 - Not at all","1 - Not at all","8","10 - Completely satisfied",9,10,11,6,8,11,3,11,15,3,3,23,1,0,11,9,15,9,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",8,,4,4
